1000
_1_	N=200	M=167		S=33	Z=19	B=77	D1=56	D2=53	C=0.3117	D=0.9464	X=0.0823	
_89_	N=1800	M=1445		S=355	Z=25	B=302	D1=234	D2=235	C=0.2252	D=0.9957	X=0.0641	

_90_	N=2000	M=1604		S=396	Z=25	B=301	D1=245	D2=237	C=0.2126	D=0.9673	X=0.0665	

_91_	N=200	M=161		S=39	Z=20	B=96	D1=59	D2=63	C=0.3854	D=0.9365	X=0.0709	

_92_	N=400	M=325		S=75	Z=23	B=155	D1=107	D2=103	C=0.3355	D=0.9626	X=0.0670	

_93_	N=600	M=480		S=120	Z=23	B=174	D1=121	D2=132	C=0.3046	D=0.9167	X=0.0643	

_94_	N=800	M=646		S=154	Z=24	B=217	D1=157	D2=154	C=0.2903	D=0.9809	X=0.0651	

_95_	N=1000	M=805		S=195	Z=24	B=212	D1=160	D2=161	C=0.2453	D=0.9938	X=0.0730	

_96_	N=1200	M=971		S=229	Z=23	B=256	D1=198	D2=189	C=0.2617	D=0.9545	X=0.0665	

_97_	N=1400	M=1120		S=280	Z=23	B=267	D1=206	D2=208	C=0.2285	D=0.9904	X=0.0627	

_98_	N=1600	M=1287		S=313	Z=25	B=272	D1=218	D2=207	C=0.2390	D=0.9495	X=0.0656	

_99_	N=1800	M=1428		S=372	Z=24	B=282	D1=235	D2=232	C=0.1773	D=0.9872	X=0.0622	

_100_	N=2000	M=1594		S=406	Z=25	B=307	D1=252	D2=240	C=0.2182	D=0.9524	X=0.0651	

_101_	N=200	M=156		S=44	Z=23	B=107	D1=62	D2=61	C=0.4299	D=0.9839	X=0.0667	

_102_	N=400	M=319		S=81	Z=24	B=161	D1=101	D2=98	C=0.3913	D=0.9703	X=0.0683	

_103_	N=600	M=484		S=116	Z=24	B=199	D1=136	D2=139	C=0.3166	D=0.9784	X=0.0630	

_104_	N=800	M=663		S=137	Z=24	B=213	D1=165	D2=147	C=0.3099	D=0.8909	X=0.0652	

_105_	N=1000	M=819		S=181	Z=26	B=261	D1=189	D2=196	C=0.2759	D=0.9643	X=0.0611	

_106_	N=1200	M=971		S=229	Z=25	B=259	D1=202	D2=200	C=0.2278	D=0.9901	X=0.0630	

_107_	N=1400	M=1123		S=277	Z=25	B=278	D1=204	D2=217	C=0.2662	D=0.9401	X=0.0624	

_108_	N=1600	M=1272		S=328	Z=25	B=275	D1=209	D2=209	C=0.2400	D=1.0000	X=0.0656	

_109_	N=1800	M=1453		S=347	Z=24	B=295	D1=236	D2=236	C=0.2000	D=1.0000	X=0.0626	

_110_	N=2000	M=1602		S=398	Z=24	B=303	D1=243	D2=248	C=0.1980	D=0.9798	X=0.0654	

_111_	N=200	M=162		S=38	Z=24	B=105	D1=63	D2=62	C=0.4095	D=0.9841	X=0.0654	

_112_	N=400	M=324		S=76	Z=24	B=155	D1=110	D2=95	C=0.3871	D=0.8636	X=0.0645	

_113_	N=600	M=485		S=115	Z=23	B=192	D1=131	D2=130	C=0.3229	D=0.9924	X=0.0671	

_114_	N=800	M=632		S=168	Z=26	B=229	D1=165	D2=158	C=0.3100	D=0.9576	X=0.0623	

_115_	N=1000	M=788		S=212	Z=25	B=243	D1=182	D2=179	C=0.2634	D=0.9835	X=0.0648	

_116_	N=1200	M=968		S=232	Z=25	B=245	D1=192	D2=182	C=0.2571	D=0.9479	X=0.0666	

_117_	N=1400	M=1110		S=290	Z=24	B=248	D1=194	D2=200	C=0.2177	D=0.9700	X=0.0668	

_118_	N=1600	M=1279		S=321	Z=24	B=296	D1=229	D2=226	C=0.2365	D=0.9869	X=0.0650	

_119_	N=1800	M=1450		S=350	Z=25	B=291	D1=229	D2=236	C=0.2131	D=0.9703	X=0.0625	

_120_	N=2000	M=1616		S=384	Z=25	B=290	D1=233	D2=241	C=0.1966	D=0.9668	X=0.0666	

_121_	N=200	M=164		S=36	Z=22	B=106	D1=65	D2=56	C=0.4717	D=0.8615	X=0.0622	

_122_	N=400	M=316		S=84	Z=21	B=143	D1=96	D2=108	C=0.3287	D=0.8889	X=0.0646	

_123_	N=600	M=475		S=125	Z=23	B=190	D1=136	D2=130	C=0.3158	D=0.9559	X=0.0647	

_124_	N=800	M=640		S=160	Z=23	B=228	D1=170	D2=157	C=0.3114	D=0.9235	X=0.0609	

_125_	N=1000	M=802		S=198	Z=22	B=229	D1=170	D2=171	C=0.2576	D=0.9942	X=0.0648	

_126_	N=1200	M=966		S=234	Z=24	B=267	D1=192	D2=202	C=0.2809	D=0.9505	X=0.0652	

_127_	N=1400	M=1151		S=249	Z=26	B=281	D1=220	D2=207	C=0.2633	D=0.9409	X=0.0639	

_128_	N=1600	M=1280		S=320	Z=23	B=274	D1=217	D2=218	C=0.2080	D=0.9954	X=0.0652	

_129_	N=1800	M=1469		S=331	Z=26	B=289	D1=227	D2=231	C=0.2145	D=0.9827	X=0.0654	

_130_	N=2000	M=1603		S=397	Z=24	B=302	D1=234	D2=246	C=0.2252	D=0.9512	X=0.0657	

_131_	N=200	M=156		S=44	Z=23	B=98	D1=57	D2=54	C=0.4490	D=0.9474	X=0.0636	

_132_	N=400	M=327		S=73	Z=23	B=156	D1=98	D2=103	C=0.3718	D=0.9515	X=0.0626	

_133_	N=600	M=483		S=117	Z=22	B=196	D1=125	D2=135	C=0.3622	D=0.9259	X=0.0694	

_134_	N=800	M=658		S=142	Z=24	B=216	D1=152	D2=157	C=0.2963	D=0.9682	X=0.0658	

_135_	N=1000	M=816		S=184	Z=24	B=244	D1=182	D2=180	C=0.2623	D=0.9890	X=0.0621	

_136_	N=1200	M=962		S=238	Z=24	B=239	D1=180	D2=181	C=0.2469	D=0.9945	X=0.0667	

_137_	N=1400	M=1117		S=283	Z=25	B=276	D1=195	D2=211	C=0.2935	D=0.9242	X=0.0648	

_138_	N=1600	M=1300		S=300	Z=26	B=286	D1=219	D2=221	C=0.2343	D=0.9910	X=0.0672	

_139_	N=1800	M=1467		S=333	Z=26	B=303	D1=236	D2=238	C=0.2211	D=0.9916	X=0.0638	

_140_	N=2000	M=1611		S=389	Z=26	B=307	D1=239	D2=235	C=0.2345	D=0.9833	X=0.0675	

_141_	N=200	M=161		S=39	Z=23	B=104	D1=61	D2=63	C=0.4135	D=0.9683	X=0.0668	

_142_	N=400	M=332		S=68	Z=21	B=151	D1=105	D2=101	C=0.3311	D=0.9619	X=0.0683	

_143_	N=600	M=480		S=120	Z=25	B=201	D1=131	D2=140	C=0.3483	D=0.9357	X=0.0660	

_144_	N=800	M=637		S=163	Z=23	B=194	D1=137	D2=147	C=0.2938	D=0.9320	X=0.0707	

_145_	N=1000	M=810		S=190	Z=26	B=246	D1=179	D2=183	C=0.2724	D=0.9781	X=0.0643	

_146_	N=1200	M=992		S=208	Z=24	B=237	D1=188	D2=183	C=0.2278	D=0.9734	X=0.0665	

_147_	N=1400	M=1135		S=265	Z=25	B=277	D1=216	D2=218	C=0.2202	D=0.9908	X=0.0620	

_148_	N=1600	M=1295		S=305	Z=26	B=291	D1=221	D2=233	C=0.2405	D=0.9485	X=0.0620	

_149_	N=1800	M=1450		S=350	Z=25	B=310	D1=240	D2=249	C=0.2258	D=0.9639	X=0.0643	

_150_	N=2000	M=1632		S=368	Z=26	B=311	D1=253	D2=240	C=0.2283	D=0.9486	X=0.0663	

_151_	N=200	M=165		S=35	Z=22	B=104	D1=66	D2=66	C=0.3654	D=1.0000	X=0.0580	

_152_	N=400	M=324		S=76	Z=23	B=150	D1=99	D2=101	C=0.3400	D=0.9802	X=0.0702	

_153_	N=600	M=492		S=108	Z=23	B=196	D1=135	D2=138	C=0.3112	D=0.9783	X=0.0643	

_154_	N=800	M=654		S=146	Z=24	B=214	D1=156	D2=148	C=0.3084	D=0.9487	X=0.0686	

_155_	N=1000	M=814		S=186	Z=23	B=214	D1=160	D2=166	C=0.2523	D=0.9639	X=0.0721	

_156_	N=1200	M=977		S=223	Z=24	B=255	D1=197	D2=190	C=0.2549	D=0.9645	X=0.0672	

_157_	N=1400	M=1147		S=253	Z=25	B=277	D1=209	D2=226	C=0.2455	D=0.9248	X=0.0642	

_158_	N=1600	M=1315		S=285	Z=24	B=294	D1=231	D2=223	C=0.2415	D=0.9654	X=0.0644	

_159_	N=1800	M=1477		S=323	Z=25	B=286	D1=228	D2=228	C=0.2028	D=1.0000	X=0.0693	

_160_	N=2000	M=1616		S=384	Z=26	B=293	D1=237	D2=234	C=0.2014	D=0.9873	X=0.0651	

_161_	N=200	M=159		S=41	Z=21	B=105	D1=63	D2=68	C=0.4000	D=0.9265	X=0.0653	

_162_	N=400	M=328		S=72	Z=22	B=158	D1=99	D2=109	C=0.3734	D=0.9083	X=0.0678	

_163_	N=600	M=495		S=105	Z=23	B=196	D1=142	D2=141	C=0.2806	D=0.9930	X=0.0639	

_164_	N=800	M=654		S=146	Z=22	B=209	D1=158	D2=142	C=0.3206	D=0.8987	X=0.0655	

_165_	N=1000	M=817		S=183	Z=25	B=244	D1=187	D2=174	C=0.2869	D=0.9305	X=0.0633	

_166_	N=1200	M=979		S=221	Z=25	B=246	D1=187	D2=188	C=0.2398	D=0.9947	X=0.0663	

_167_	N=1400	M=1148		S=252	Z=23	B=251	D1=197	D2=187	C=0.2550	D=0.9492	X=0.0683	

_168_	N=1600	M=1310		S=290	Z=24	B=278	D1=220	D2=213	C=0.2338	D=0.9682	X=0.0688	

_169_	N=1800	M=1475		S=325	Z=23	B=275	D1=223	D2=217	C=0.2109	D=0.9731	X=0.0660	

_170_	N=2000	M=1606		S=394	Z=23	B=297	D1=243	D2=230	C=0.2256	D=0.9465	X=0.0685	

_171_	N=200	M=162		S=38	Z=21	B=95	D1=59	D2=59	C=0.3789	D=1.0000	X=0.0774	

_172_	N=400	M=317		S=83	Z=22	B=146	D1=96	D2=97	C=0.3425	D=0.9897	X=0.0660	

_173_	N=600	M=489		S=111	Z=26	B=191	D1=138	D2=132	C=0.3089	D=0.9565	X=0.0679	

_174_	N=800	M=661		S=139	Z=25	B=228	D1=165	D2=156	C=0.3158	D=0.9455	X=0.0667	

_175_	N=1000	M=800		S=200	Z=24	B=237	D1=170	D2=181	C=0.2827	D=0.9392	X=0.0669	

_176_	N=1200	M=969		S=231	Z=24	B=245	D1=193	D2=167	C=0.3184	D=0.8653	X=0.0721	

_177_	N=1400	M=1143		S=257	Z=22	B=264	D1=202	D2=202	C=0.2348	D=1.0000	X=0.0695	

_178_	N=1600	M=1300		S=300	Z=24	B=275	D1=212	D2=222	C=0.2291	D=0.9550	X=0.0659	

_179_	N=1800	M=1438		S=362	Z=26	B=283	D1=229	D2=221	C=0.2191	D=0.9651	X=0.0653	

_180_	N=2000	M=1602		S=398	Z=25	B=276	D1=228	D2=226	C=0.1812	D=0.9912	X=0.0706	

_181_	N=200	M=172		S=28	Z=21	B=104	D1=65	D2=64	C=0.3846	D=0.9846	X=0.0718	

_182_	N=400	M=333		S=67	Z=24	B=162	D1=102	D2=106	C=0.3704	D=0.9623	X=0.0646	

_183_	N=600	M=497		S=103	Z=23	B=205	D1=132	D2=141	C=0.3561	D=0.9362	X=0.0642	

_184_	N=800	M=655		S=145	Z=23	B=218	D1=162	D2=156	C=0.2844	D=0.9630	X=0.0671	

_185_	N=1000	M=819		S=181	Z=25	B=242	D1=173	D2=179	C=0.2851	D=0.9665	X=0.0648	

_186_	N=1200	M=975		S=225	Z=23	B=244	D1=184	D2=188	C=0.2459	D=0.9787	X=0.0674	

_187_	N=1400	M=1152		S=248	Z=26	B=272	D1=214	D2=207	C=0.2390	D=0.9673	X=0.0647	

_188_	N=1600	M=1319		S=281	Z=26	B=270	D1=218	D2=214	C=0.2074	D=0.9817	X=0.0697	

_189_	N=1800	M=1489		S=311	Z=26	B=290	D1=227	D2=231	C=0.2172	D=0.9827	X=0.0661	

_190_	N=2000	M=1612		S=388	Z=24	B=297	D1=228	D2=240	C=0.2323	D=0.9500	X=0.0680	

_191_	N=200	M=165		S=35	Z=22	B=107	D1=61	D2=63	C=0.4299	D=0.9683	X=0.0684	

_192_	N=400	M=327		S=73	Z=24	B=156	D1=99	D2=100	C=0.3654	D=0.9900	X=0.0665	

_193_	N=600	M=484		S=116	Z=26	B=187	D1=131	D2=125	C=0.3316	D=0.9542	X=0.0676	

_194_	N=800	M=647		S=153	Z=23	B=214	D1=155	D2=153	C=0.2850	D=0.9871	X=0.0643	

_195_	N=1000	M=813		S=187	Z=24	B=248	D1=185	D2=181	C=0.2702	D=0.9784	X=0.0628	

_196_	N=1200	M=972		S=228	Z=25	B=273	D1=205	D2=202	C=0.2601	D=0.9854	X=0.0634	

_197_	N=1400	M=1145		S=255	Z=26	B=271	D1=209	D2=206	C=0.2399	D=0.9856	X=0.0662	

_198_	N=1600	M=1290		S=310	Z=23	B=266	D1=212	D2=208	C=0.2180	D=0.9811	X=0.0652	

_199_	N=1800	M=1467		S=333	Z=23	B=302	D1=241	D2=236	C=0.2185	D=0.9793	X=0.0640	

_200_	N=2000	M=1609		S=391	Z=25	B=306	D1=246	D2=247	C=0.1961	D=0.9960	X=0.0659	

_201_	N=200	M=164		S=36	Z=20	B=100	D1=61	D2=63	C=0.3900	D=0.9683	X=0.0675	

_202_	N=400	M=325		S=75	Z=22	B=162	D1=106	D2=112	C=0.3457	D=0.9464	X=0.0639	

_203_	N=600	M=483		S=117	Z=22	B=181	D1=126	D2=126	C=0.3039	D=1.0000	X=0.0701	

_204_	N=800	M=651		S=149	Z=23	B=213	D1=155	D2=155	C=0.2723	D=1.0000	X=0.0697	

_205_	N=1000	M=812		S=188	Z=24	B=249	D1=178	D2=189	C=0.2851	D=0.9418	X=0.0647	

_206_	N=1200	M=980		S=220	Z=24	B=254	D1=191	D2=190	C=0.2520	D=0.9948	X=0.0712	

_207_	N=1400	M=1129		S=271	Z=25	B=264	D1=203	D2=204	C=0.2311	D=0.9951	X=0.0680	

_208_	N=1600	M=1314		S=286	Z=25	B=288	D1=224	D2=222	C=0.2292	D=0.9911	X=0.0664	

_209_	N=1800	M=1455		S=345	Z=25	B=292	D1=234	D2=226	C=0.2260	D=0.9658	X=0.0694	

_210_	N=2000	M=1616		S=384	Z=25	B=291	D1=239	D2=239	C=0.1787	D=1.0000	X=0.0663	

_211_	N=200	M=161		S=39	Z=21	B=103	D1=60	D2=63	C=0.4175	D=0.9524	X=0.0696	

_212_	N=400	M=320		S=80	Z=23	B=156	D1=97	D2=105	C=0.3782	D=0.9238	X=0.0675	

_213_	N=600	M=480		S=120	Z=23	B=191	D1=130	D2=130	C=0.3194	D=1.0000	X=0.0699	

_214_	N=800	M=648		S=152	Z=25	B=219	D1=167	D2=166	C=0.2420	D=0.9940	X=0.0647	

_215_	N=1000	M=799		S=201	Z=25	B=252	D1=184	D2=191	C=0.2698	D=0.9634	X=0.0614	

_216_	N=1200	M=964		S=236	Z=25	B=272	D1=196	D2=210	C=0.2794	D=0.9333	X=0.0640	

_217_	N=1400	M=1148		S=252	Z=26	B=268	D1=208	D2=199	C=0.2575	D=0.9567	X=0.0675	

_218_	N=1600	M=1309		S=291	Z=25	B=257	D1=205	D2=202	C=0.2140	D=0.9854	X=0.0713	

_219_	N=1800	M=1450		S=350	Z=24	B=296	D1=232	D2=235	C=0.2162	D=0.9872	X=0.0670	

_220_	N=2000	M=1633		S=367	Z=26	B=299	D1=232	D2=248	C=0.2241	D=0.9355	X=0.0687	

_221_	N=200	M=169		S=31	Z=23	B=108	D1=61	D2=68	C=0.4352	D=0.8971	X=0.0690	

_222_	N=400	M=319		S=81	Z=24	B=152	D1=109	D2=99	C=0.3487	D=0.9083	X=0.0631	

_223_	N=600	M=480		S=120	Z=24	B=204	D1=138	D2=137	C=0.3284	D=0.9928	X=0.0642	

_224_	N=800	M=641		S=159	Z=24	B=217	D1=155	D2=151	C=0.3041	D=0.9742	X=0.0658	

_225_	N=1000	M=796		S=204	Z=24	B=245	D1=175	D2=175	C=0.2857	D=1.0000	X=0.0667	

_226_	N=1200	M=971		S=229	Z=25	B=263	D1=191	D2=203	C=0.2738	D=0.9409	X=0.0652	

_227_	N=1400	M=1128		S=272	Z=26	B=262	D1=204	D2=213	C=0.2214	D=0.9577	X=0.0663	

_228_	N=1600	M=1324		S=276	Z=26	B=280	D1=210	D2=240	C=0.2500	D=0.8750	X=0.0648	

_229_	N=1800	M=1472		S=328	Z=25	B=287	D1=221	D2=233	C=0.2300	D=0.9485	X=0.0672	

_230_	N=2000	M=1610		S=390	Z=25	B=302	D1=237	D2=241	C=0.2152	D=0.9834	X=0.0675	

_231_	N=200	M=164		S=36	Z=22	B=105	D1=60	D2=63	C=0.4286	D=0.9524	X=0.0660	

_232_	N=400	M=324		S=76	Z=23	B=163	D1=110	D2=106	C=0.3497	D=0.9636	X=0.0625	

_233_	N=600	M=482		S=118	Z=24	B=195	D1=133	D2=124	C=0.3641	D=0.9323	X=0.0665	

_234_	N=800	M=644		S=156	Z=24	B=224	D1=163	D2=154	C=0.3125	D=0.9448	X=0.0678	

_235_	N=1000	M=799		S=201	Z=23	B=223	D1=160	D2=166	C=0.2825	D=0.9639	X=0.0678	

_236_	N=1200	M=966		S=234	Z=26	B=242	D1=181	D2=182	C=0.2521	D=0.9945	X=0.0673	

